 -0.1853111E+02  0.1840802E-04
 -0.1843111E+02  0.1864535E-04
 -0.1833111E+02  0.1888755E-04
 -0.1823111E+02  0.1913476E-04
 -0.1813111E+02  0.1938712E-04
 -0.1803111E+02  0.1964478E-04
 -0.1793111E+02  0.1990790E-04
 -0.1783111E+02  0.2017665E-04
 -0.1773111E+02  0.2045118E-04
 -0.1763111E+02  0.2073167E-04
 -0.1753111E+02  0.2101831E-04
 -0.1743111E+02  0.2131128E-04
 -0.1733111E+02  0.2161078E-04
 -0.1723111E+02  0.2191701E-04
 -0.1713111E+02  0.2223018E-04
 -0.1703111E+02  0.2255052E-04
 -0.1693111E+02  0.2287826E-04
 -0.1683111E+02  0.2321363E-04
 -0.1673111E+02  0.2355688E-04
 -0.1663111E+02  0.2390828E-04
 -0.1653111E+02  0.2426809E-04
 -0.1643111E+02  0.2463660E-04
 -0.1633111E+02  0.2501411E-04
 -0.1623111E+02  0.2540092E-04
 -0.1613111E+02  0.2579736E-04
 -0.1603111E+02  0.2620377E-04
 -0.1593111E+02  0.2662049E-04
 -0.1583111E+02  0.2704790E-04
 -0.1573111E+02  0.2748639E-04
 -0.1563111E+02  0.2793636E-04
 -0.1553111E+02  0.2839823E-04
 -0.1543111E+02  0.2850121E-04
 -0.1533111E+02  0.2897838E-04
 -0.1523111E+02  0.2946845E-04
 -0.1513111E+02  0.2997192E-04
 -0.1503111E+02  0.3048931E-04
 -0.1493111E+02  0.3102115E-04
 -0.1483111E+02  0.3156802E-04
 -0.1473111E+02  0.3213053E-04
 -0.1463111E+02  0.3270930E-04
 -0.1453111E+02  0.3330501E-04
 -0.1443111E+02  0.3391835E-04
 -0.1433111E+02  0.3455008E-04
 -0.1423111E+02  0.3520096E-04
 -0.1413111E+02  0.3587184E-04
 -0.1403111E+02  0.3656358E-04
 -0.1393111E+02  0.3727711E-04
 -0.1383111E+02  0.3801341E-04
 -0.1373111E+02  0.3877353E-04
 -0.1363111E+02  0.3955855E-04
 -0.1353111E+02  0.4036966E-04
 -0.1343111E+02  0.4120809E-04
 -0.1333111E+02  0.4207516E-04
 -0.1323111E+02  0.4297229E-04
 -0.1313111E+02  0.4390097E-04
 -0.1303111E+02  0.4486279E-04
 -0.1293111E+02  0.4585948E-04
 -0.1283111E+02  0.4689285E-04
 -0.1273111E+02  0.4796486E-04
 -0.1263111E+02  0.4907761E-04
 -0.1253111E+02  0.4971251E-04
 -0.1243111E+02  0.5089011E-04
 -0.1233111E+02  0.5211410E-04
 -0.1223111E+02  0.5338712E-04
 -0.1213111E+02  0.5471204E-04
 -0.1203111E+02  0.5609194E-04
 -0.1193111E+02  0.5753015E-04
 -0.1183111E+02  0.5903028E-04
 -0.1173111E+02  0.6059624E-04
 -0.1163111E+02  0.6223228E-04
 -0.1153111E+02  0.6394303E-04
 -0.1143111E+02  0.6573352E-04
 -0.1133111E+02  0.6760928E-04
 -0.1123111E+02  0.6957632E-04
 -0.1113111E+02  0.7164130E-04
 -0.1103111E+02  0.7381150E-04
 -0.1093111E+02  0.7541835E-04
 -0.1083111E+02  0.7777581E-04
 -0.1073111E+02  0.8026024E-04
 -0.1063111E+02  0.8288197E-04
 -0.1053111E+02  0.8565247E-04
 -0.1043111E+02  0.8858461E-04
 -0.1033111E+02  0.9169279E-04
