   -270.0592095819751        -270.0499631490156        -270.0364253563499      
   -270.0185457802705        -270.0047188416987        -269.9954526446680      
   -24.99220546895709        -21.97990747134070        -21.97644022258912      
   -18.21674102820016        -18.21502912253644        -16.34896212003437      
   -14.50790503950267        -14.25264224114342        -13.66959078219330      
   -13.66829142155703        -13.16087944576607        -11.55809912690833      
   -11.55741027240089        -10.34549854052118        -10.34154221370949      
   -4.972713944219938        -4.967852059204706       -0.9732229648610907      
   0.1153957773175950        0.5394398301355621        0.5560634620907650      
    1.056198674904321         1.065897585547873         1.903809432712913      
    2.366513534258020         2.408952103014002         2.511325941759011      
    3.616657498136464         3.799611615138067         3.833202964871596      
    4.498584794947017         4.500675412582725         5.738881051526348      
    5.873617569920667         5.910167772616149         6.324869496613180      
    6.338959781819216         6.903428159800571         7.013626788816272      
    7.104839396360462         8.754110538627859         9.656293755096538      
    10.55982058242935         12.36615226695742         12.38962350427738      
    12.61735782338536         12.80409367947137         13.76817122799934      
    16.36880361262027         23.96962926399982         23.97873280321464      
    25.19252910956821         27.36173745353357         27.41408904108467      
    27.99794265042174         28.75478779268112         28.82563676494454      
    32.61438027090226         32.61752243242548         39.99839036987829     
  -0.8195211221062517        0.4963658448712822        0.2380397727052261      
   2.3056908754911939E-002   1.5165001457199619E-002   1.0626287728273225E-003 
  -6.7607151588375547E-002   8.7920062545015054E-002   1.6469898012364335E-002 
  -9.0188128560531045E-003   6.6346671685170874E-002   8.8772741186050001E-003 
  -1.7262932080713248E-004  -3.6520029639927828E-002  -7.5291418050342828E-003 
  -2.5350091840857895E-003  -1.1382703851568299E-003   9.6528819775802861E-004 
   1.6603547484332316E-003  -1.2588107470927264E-003  -1.6143943663482125E-004 
  -6.9103102511342221E-005  -1.4757378518790517E-006  -6.0515019829850624E-004 
  -1.5313098628831198E-002  -1.3508157384855835E-003  -3.0805889202594087E-002 
  -1.5511142395071977E-002  -6.6191324689219870E-003  -2.5406008518873962E-002 
  -3.0744720825723135E-003   5.4322186731768315E-004  -1.4873961226141888E-003 
  -4.0862498739347765E-004  -3.3078067788484361E-004   5.3792726668593701E-004 
   4.0338362016980843E-003  -9.5818460748107997E-003  -7.6669745213865347E-003 
   3.0663160603904206E-002  -5.5652229238331427E-003  -1.3076295751448436E-002 
  -1.5075896269953651E-003  -2.7318936801956528E-003  -9.8863841722582578E-003 
  -1.7847286720275208E-002  -2.7012435997998698E-003   9.2111871509101125E-006 
   3.9710689268417617E-003   3.0314068855522248E-003   2.2109085074489967E-002 
  -4.9708068509972773E-003   1.3071936068312275E-002  -2.1957803245562357E-002 
   1.1482445626442239E-005   2.1032651055791940E-002  -6.0371567046055372E-003 
  -1.4603135123583508E-002  -2.1158529593014925E-003  -1.3480983142193153E-003 
  -6.3545117530069677E-003  -3.4020931962805163E-003   1.3325759027720353E-002 
  -1.1605941595489917E-003   7.1823746588683167E-003  -4.9474858568731011E-004
  -0.1026878732362215        6.4344563329298887E-002   3.2368546247400647E-002 
   3.6537058671389697E-003   2.6421520324924801E-003   1.7858300001193379E-005 
   0.2362100508187642       -0.3305305741643976       -6.1937942302175246E-002 
   3.6047863003424697E-002  -0.2657488628342824       -5.4946182466882904E-002 
   7.4297345017112636E-004   0.1644974816181723        5.4182502660391596E-002 
   1.8181463453263422E-002   6.4670811665374327E-003  -9.8783552297693655E-004 
  -4.0766206866587327E-004   9.3178607272129989E-003   1.0965331837466186E-003 
  -9.0974140957711473E-005  -2.7125401809467833E-004   3.8755782475719956E-003 
   0.1408469701879032        1.3659954749930748E-002   0.3422173124537146      
   0.1992965809490314        8.2232069582075532E-002   0.2243861066520841      
  -9.2266519771466327E-002   2.2792388237795197E-002   7.4187814275379085E-002 
   2.6022894887280791E-003   8.9920749551470475E-003  -2.8233859250841545E-002 
  -8.5868682514779384E-003   2.4492124412105947E-002   0.1839173182730077      
  -0.1502978299279785        2.8124024547540302E-002   6.1395350671218554E-002 
   4.0902973927726396E-003  -2.1855229408339307E-002  -9.4167364842015294E-002 
   8.8442500014189129E-002   1.4436212072826369E-002  -1.4793343257615146E-004 
  -0.2088354070520110       -1.9233163622060821E-002  -0.1611485357720882      
   5.8236946145459260E-002  -0.1588225692616795        0.1846329833751491      
   6.7915630137877143E-005  -0.3079441823304376        9.0612562320634055E-002 
   0.1400825907084020        0.2352218853465765        6.7591740400346587E-002 
   0.1806964299806348        3.0685497130564714E-002  -0.1436158077183232      
  -1.1105344540337975E-002   6.4412329069148275E-002  -8.8391731417860761E-002
  -6.5421392569872588E-002   2.1909454666212524E-002  -1.9011913649043240E-003 
  -8.1286360372657423E-005  -3.7984952943990438E-004  -3.9469329464753228E-004 
   0.2521992268046805       -0.2688839400136076       -5.0470993981541645E-002 
   2.1446894715078411E-002  -0.1589653283688414       -8.4459543365327613E-002 
   4.4652448069772426E-004   8.8044491061727598E-002  -6.5914224847093547E-003 
  -2.3660535970864097E-003  -1.7184092578041590E-003  -1.2751395724681432E-002 
  -2.5338085413127345E-002   9.0304656702428225E-004   7.9868207688529259E-005 
   5.2125989480946103E-003   2.3853442618665074E-003   4.2456786914266513E-003 
   5.9708145871250416E-002   9.5767673694056206E-003   0.2153661316470593      
   9.8991311806350971E-002   4.1607071714656253E-002   0.1221560639778128      
   1.2978945815191635E-002  -5.2867052110952654E-003  -1.5460920743567455E-002 
   2.4714851257914856E-003   2.8004981278965967E-003  -5.7686104833193242E-003 
  -1.6727694344993972E-002   3.9665835905628513E-002  -1.0397113069165192E-002 
  -0.1965392032255336        3.7059188602354208E-002   7.2154861158956390E-002 
   9.7430171803465724E-003   1.7599592784723974E-002   9.1297372355693684E-002 
   5.5179221150501674E-002   7.6968341637595142E-003  -2.9584044426568963E-004 
   0.2411215685664157        8.2876614531979306E-003   3.2615048320997521E-002 
   5.6856108082792976E-002  -0.1807173878059285        6.5687385546250740E-002 
  -3.2523360285379306E-004   0.4309695389094698       -0.1266824620987559      
  -0.2433649745061701       -0.3288119694905701       -9.5300332166033619E-002 
  -0.2884435064517620       -2.5564144078049557E-002   0.1523088526740451      
   3.2597309461835089E-002  -0.1953888920689764        0.2351526411942486     
  -4.4768911453403754E-005   2.7044553839297829E-005   1.2698288674529511E-005 
   8.3226213584429156E-007   4.8111789260764581E-007   1.0992845446472497E-007 
   4.9948170353129743E-003  -6.6216988245553533E-003  -1.1120072332469659E-003 
   7.4606978522241869E-004  -4.0348734472696159E-003   3.2783796277544852E-003 
  -1.9156950373504594E-004   1.1351482067784003E-003   1.3428685776024291E-002 
   2.9343444004134947E-003  -0.3269793977305097        1.9799767531826730E-003 
   3.0030525982580130E-003  -0.4652298029572287       -5.6951971550093808E-002 
   0.4440695188681313        0.2043145912500710        0.3506927443188293      
  -2.6855868284242985E-002   3.7116654049711744E-006   3.7187086632917920E-003 
   4.3584118202710824E-003  -1.8876385436627510E-003  -8.2434632613109550E-003 
   9.0433801644664288E-002   3.2678228296834741E-002   0.2260609467988252      
   4.0502882008933497E-004  -0.1305126661788088        0.3078604301914325      
   1.2378232203670221E-002  -2.4026082155391159E-002   5.0151804565127842E-002 
   0.1314695257562563       -2.1138913348971493E-002   0.2902944082336426      
   2.2668743148361634E-002  -3.6128693132823895E-003  -1.4622584789359039E-002 
  -2.3649679722301184E-002   0.1767771896378307       -4.3408442195047352E-005 
   1.3877266852789279E-002  -5.4281318050608532E-005   3.1976680539607667E-003 
   9.1066713686087754E-004  -1.0332122035689728E-002  -4.2439971013924580E-003 
  -1.5318893869998776E-005  -7.2312700712391831E-007   2.4629029165001507E-005 
   2.7819885907734910E-005   1.7029343396948416E-003  -5.0202470019697355E-005 
  -6.5525078683596975E-003  -2.7969644522761390E-004   3.7243220868542859E-003 
