   -6.765933827368703     
 1     1     1  0.5736261767E+00    1     1    1     1
 1     2     1  0.4248270744E-01    1     2    1     1
 1     2     2  0.9335920307E-01    1     2    1     2
 1     3     1  0.1195247002E-01    1     3    1     1
 1     3     2  0.4358320392E-02    1     3    1     2
 1     3     3  0.1132815418E+00    1     3    1     3
 1     4     1  0.1089989597E-01    1     4    1     1
 1     4     2  0.4065743602E-02    1     4    1     2
 1     4     3 -0.3517519444E-01    1     4    1     3
 1     4     4  0.1189285064E+00    1     4    1     4
 1     5     1 -0.2683796227E-02    1     5    1     1
 1     5     2  0.1727329952E-01    1     5    1     2
 1     5     3 -0.2814320150E-01    1     5    1     3
 1     5     4  0.3946969100E-01    1     5    1     4
 1     5     5  0.9890813297E+00    1     5    1     5
 1     6     1  0.8000224120E-02    1     6    1     1
 1     6     2  0.3019787716E-01    1     6    1     2
 1     6     3  0.5133314985E-02    1     6    1     3
 1     6     4 -0.1010112495E-01    1     6    1     4
 1     6     5 -0.2746104933E-02    1     6    1     5
 1     6     6  0.9949808715E+00    1     6    1     6
 1     7     1 -0.3633933948E-02    1     7    1     1
 1     7     2  0.5596579411E-02    1     7    1     2
 1     7     3  0.8772126724E-02    1     7    1     3
 1     7     4  0.1422600314E-01    1     7    1     4
 1     7     5  0.2346063772E-02    1     7    1     5
 1     7     6  0.1680387554E-02    1     7    1     6
 1     7     7  0.9864270081E+00    1     7    1     7
 1     8     1  0.5187163861E-02    1     8    1     1
 1     8     2 -0.3081890800E-01    1     8    1     2
 1     8     3 -0.2847257037E-01    1     8    1     3
 1     8     4  0.1149187966E-01    1     8    1     4
 1     8     5  0.3231069180E-02    1     8    1     5
 1     8     6  0.6001404623E-03    1     8    1     6
 1     8     7 -0.3288497538E-02    1     8    1     7
 1     8     8  0.9860983954E+00    1     8    1     8
 1     9     1  0.8646209423E-02    1     9    1     1
 1     9     2  0.3274566173E-01    1     9    1     2
 1     9     3 -0.9288752770E-02    1     9    1     3
 1     9     4  0.5113953290E-02    1     9    1     4
 1     9     5  0.3687864427E-03    1     9    1     5
 1     9     6  0.8105802642E-03    1     9    1     6
 1     9     7  0.2136064764E-02    1     9    1     7
 1     9     8  0.2581767712E-02    1     9    1     8
 1     9     9  0.9951227790E+00    1     9    1     9
 1    10     1  0.7678474226E-01    2     1    1     1
 1    10     2 -0.2698506029E-01    2     1    1     2
 1    10     3  0.9094743708E-02    2     1    1     3
 1    10     4  0.1327348166E-01    2     1    1     4
 1    10     5 -0.1739073412E-01    2     1    1     5
 1    10     6  0.5579016793E-02    2     1    1     6
 1    10     7  0.1847696646E-02    2     1    1     7
 1    10     8 -0.2849342346E-01    2     1    1     8
 1    10     9  0.1979583788E-02    2     1    1     9
 1    10    10  0.5649378756E+00    2     1    2     1
 1    11     1 -0.4209687407E-01    2     2    1     1
 1    11     2 -0.3065366961E-01    2     2    1     2
 1    11     3 -0.1838652267E-01    2     2    1     3
 1    11     4  0.8651662748E-02    2     2    1     4
 1    11     5  0.1342742199E-01    2     2    1     5
 1    11     6 -0.6187203776E-02    2     2    1     6
 1    11     7 -0.8881566530E-02    2     2    1     7
 1    11     8  0.2337069341E-01    2     2    1     8
 1    11     9 -0.1891929265E-01    2     2    1     9
 1    11    10  0.2191293103E-01    2     2    2     1
 1    11    11  0.1405935692E+00    2     2    2     2
 1    12     1  0.3270327390E-01    2     3    1     1
 1    12     2  0.9720644224E-02    2     3    1     2
 1    12     3  0.2524425639E-01    2     3    1     3
 1    12     4 -0.1325991895E-01    2     3    1     4
 1    12     5 -0.4475353634E-02    2     3    1     5
 1    12     6 -0.2907931942E-02    2     3    1     6
 1    12     7 -0.9542029279E-02    2     3    1     7
 1    12     8 -0.1471608012E-02    2     3    1     8
 1    12     9  0.1641963748E-01    2     3    1     9
 1    12    10 -0.6099241045E-03    2     3    2     1
 1    12    11  0.8380227479E-03    2     3    2     2
 1    12    12  0.1154225875E+00    2     3    2     3
 1    13     1  0.4373114526E-01    2     4    1     1
 1    13     2  0.7306665635E-02    2     4    1     2
 1    13     3  0.4276964634E-01    2     4    1     3
