 -0.1652522E+02  0.3079764E-04
 -0.1642522E+02  0.3131057E-04
 -0.1632522E+02  0.3183698E-04
 -0.1622522E+02  0.3237734E-04
 -0.1612522E+02  0.3293217E-04
 -0.1602522E+02  0.3350200E-04
 -0.1592522E+02  0.3408739E-04
 -0.1582522E+02  0.3468894E-04
 -0.1572522E+02  0.3530725E-04
 -0.1562522E+02  0.3594296E-04
 -0.1552522E+02  0.3659677E-04
 -0.1542522E+02  0.3726937E-04
 -0.1532522E+02  0.3796151E-04
 -0.1522522E+02  0.3867398E-04
 -0.1512522E+02  0.3940760E-04
 -0.1502522E+02  0.4016324E-04
 -0.1492522E+02  0.4094182E-04
 -0.1482522E+02  0.4174429E-04
 -0.1472522E+02  0.4188459E-04
 -0.1462522E+02  0.4272139E-04
 -0.1452522E+02  0.4358468E-04
 -0.1442522E+02  0.4447561E-04
 -0.1432522E+02  0.4539542E-04
 -0.1422522E+02  0.4634539E-04
 -0.1412522E+02  0.4732691E-04
 -0.1402522E+02  0.4834141E-04
 -0.1392522E+02  0.4939044E-04
 -0.1382522E+02  0.5047561E-04
 -0.1372522E+02  0.5159867E-04
 -0.1362522E+02  0.5276144E-04
 -0.1352522E+02  0.5396587E-04
 -0.1342522E+02  0.5521403E-04
 -0.1332522E+02  0.5650812E-04
 -0.1322522E+02  0.5785050E-04
 -0.1312522E+02  0.5924365E-04
 -0.1302522E+02  0.6069025E-04
 -0.1292522E+02  0.6219314E-04
 -0.1282522E+02  0.6375538E-04
 -0.1272522E+02  0.6538022E-04
 -0.1262522E+02  0.6707115E-04
 -0.1252522E+02  0.6883191E-04
 -0.1242522E+02  0.7066652E-04
 -0.1232522E+02  0.7257929E-04
 -0.1222522E+02  0.7457485E-04
 -0.1212522E+02  0.7665821E-04
 -0.1202522E+02  0.7883476E-04
 -0.1192522E+02  0.8111031E-04
 -0.1182522E+02  0.8349115E-04
 -0.1172522E+02  0.8598408E-04
 -0.1162522E+02  0.8859649E-04
 -0.1152522E+02  0.9133638E-04
 -0.1142522E+02  0.9421247E-04
 -0.1132522E+02  0.9723423E-04
 -0.1122522E+02  0.9934043E-04
 -0.1112522E+02  0.1026376E-03
 -0.1102522E+02  0.1061112E-03
 -0.1092522E+02  0.1097744E-03
 -0.1082522E+02  0.1136417E-03
 -0.1072522E+02  0.1177291E-03
 -0.1062522E+02  0.1220543E-03
 -0.1052522E+02  0.1266368E-03
 -0.1042522E+02  0.1314981E-03
 -0.1032522E+02  0.1366623E-03
 -0.1022522E+02  0.1421560E-03
 -0.1012522E+02  0.1480090E-03
 -0.1002522E+02  0.1542547E-03
 -0.9925220E+01  0.1609303E-03
 -0.9825220E+01  0.1680780E-03
 -0.9725220E+01  0.1757454E-03
 -0.9625220E+01  0.1839864E-03
 -0.9525220E+01  0.1928624E-03
 -0.9425220E+01  0.2008916E-03
 -0.9325220E+01  0.2111359E-03
 -0.9225220E+01  0.2222432E-03
 -0.9125220E+01  0.2343184E-03
 -0.9025220E+01  0.2474831E-03
 -0.8925220E+01  0.2618799E-03
 -0.8825220E+01  0.2776764E-03
 -0.8725220E+01  0.2950709E-03
 -0.8625220E+01  0.3143001E-03
 -0.8525220E+01  0.3356485E-03
 -0.8425220E+01  0.3573111E-03
 -0.8325220E+01  0.3837231E-03
 -0.8225220E+01  0.4134829E-03
 -0.8125220E+01  0.4472261E-03
 -0.8025220E+01  0.4857569E-03
 -0.7925220E+01  0.5301078E-03
 -0.7825220E+01  0.5816272E-03
 -0.7725220E+01  0.6385166E-03
 -0.7625220E+01  0.7095326E-03
