  -4.32018741120736     
 1     1     1  0.5208200971E+00    1     1    1     1
 1     2     1 -0.7928893629E-04    1     2    1     1
 1     2     2  0.9298678933E-01    1     2    1     2
 1     3     1  0.4448914809E-01    1     3    1     1
 1     3     2 -0.2085244372E-04    1     3    1     2
 1     3     3  0.9303109992E-01    1     3    1     3
 1     4     1  0.9218216450E-01    1     4    1     1
 1     4     2 -0.1407018858E-04    1     4    1     2
 1     4     3 -0.1031397619E-01    1     4    1     3
 1     4     4  0.8674076268E-01    1     4    1     4
 1     5     1  0.3081716963E-01    1     5    1     1
 1     5     2  0.1302765441E-04    1     5    1     2
 1     5     3  0.1223089602E-01    1     5    1     3
 1     5     4 -0.2704634086E-01    1     5    1     4
 1     5     5  0.9702170151E+00    1     5    1     5
 1     6     1 -0.4756976372E-04    1     6    1     1
 1     6     2 -0.5966984870E-02    1     6    1     2
 1     6     3  0.2045350219E-04    1     6    1     3
 1     6     4  0.5240863518E-04    1     6    1     4
 1     6     5 -0.2693484176E-04    1     6    1     5
 1     6     6  0.9663809830E+00    1     6    1     6
 1     7     1 -0.2031091551E-01    1     7    1     1
 1     7     2  0.1886952904E-04    1     7    1     2
 1     7     3 -0.1274707074E-01    1     7    1     3
 1     7     4 -0.3198470610E-01    1     7    1     4
 1     7     5 -0.1150245262E-01    1     7    1     5
 1     7     6 -0.1551272818E-04    1     7    1     6
 1     7     7  0.9542357669E+00    1     7    1     7
 1     8     1 -0.2858140585E-02    1     8    1     1
 1     8     2  0.2356971341E-04    1     8    1     2
 1     8     3  0.2421743219E-01    1     8    1     3
 1     8     4  0.2143462664E-02    1     8    1     4
 1     8     5  0.6852706544E-02    1     8    1     5
 1     8     6  0.6805931563E-05    1     8    1     6
 1     8     7  0.5154069028E-02    1     8    1     7
 1     8     8  0.9635087218E+00    1     8    1     8
 1     9     1  0.9473586037E-04    1     9    1     1
 1     9     2 -0.4006636448E-01    1     9    1     2
 1     9     3 -0.1918079239E-04    1     9    1     3
 1     9     4 -0.9241771780E-06    1     9    1     4
 1     9     5 -0.4900479702E-04    1     9    1     5
 1     9     6  0.1077557230E-01    1     9    1     6
 1     9     7 -0.2390793461E-04    1     9    1     7
 1     9     8 -0.3763154319E-04    1     9    1     8
 1     9     9  0.9438191752E+00    1     9    1     9
 1    10     1 -0.3997310435E-01    2     1    1     1
 1    10     2  0.1765059086E-01    2     1    1     2
 1    10     3 -0.1541954677E-01    2     1    1     3
 1    10     4  0.7299037970E-02    2     1    1     4
 1    10     5  0.5901670700E-03    2     1    1     5
 1    10     6  0.7723080859E-03    2     1    1     6
 1    10     7  0.2525993120E-02    2     1    1     7
 1    10     8 -0.8144818487E-02    2     1    1     8
 1    10     9  0.1181035905E-01    2     1    1     9
 1    10    10  0.5206868562E+00    2     1    2     1
 1    11     1 -0.1541990953E-01    2     2    1     1
 1    11     2  0.5761410110E-03    2     2    1     2
 1    11     3  0.3385942492E-04    2     2    1     3
 1    11     4 -0.2949972394E-02    2     2    1     4
 1    11     5 -0.1764660820E-02    2     2    1     5
 1    11     6  0.1002487414E-02    2     2    1     6
 1    11     7  0.6593166451E-03    2     2    1     7
 1    11     8  0.1152065181E-02    2     2    1     8
 1    11     9  0.6519766708E-03    2     2    1     9
 1    11    10  0.4455661717E-01    2     2    2     1
 1    11    11  0.9300524627E-01    2     2    2     2
 1    12     1  0.1764021792E-01    2     3    1     1
 1    12     2 -0.7285765270E-03    2     3    1     2
 1    12     3  0.5756558325E-03    2     3    1     3
 1    12     4  0.2649287621E-02    2     3    1     4
 1    12     5  0.1574584112E-02    2     3    1     5
 1    12     6 -0.3246677322E-02    2     3    1     6
 1    12     7  0.3775050051E-02    2     3    1     7
 1    12     8 -0.1966955358E-03    2     3    1     8
 1    12     9 -0.4471979281E-02    2     3    1     9
 1    12    10 -0.8354863318E-04    2     3    2     1
 1    12    11 -0.2602695858E-04    2     3    2     2
 1    12    12  0.9294546056E-01    2     3    2     3
 1    13     1  0.7301439406E-02    2     4    1     1
 1    13     2  0.2650552113E-02    2     4    1     2
 1    13     3 -0.2950600966E-02    2     4    1     3
 1    13     4  0.1319359764E-02    2     4    1     4
 1    13     5  0.3737965777E-04    2     4    1     5
 1    13     6 -0.2038241225E-02    2     4    1     6
 1    13     7  0.3336904775E-02    2     4    1     7
 1    13     8 -0.4884699195E-02    2     4    1     8
 1    13     9 -0.1364807955E-02    2     4    1     9
 1    13    10  0.9222498971E-01    2     4    2     1
 1    13    11 -0.1031637920E-01    2     4    2     2
 1    13    12 -0.6378664554E-05    2     4    2     3
 1    13    13  0.8672694288E-01    2     4    2     4
 1    14     1  0.5832873595E-03    2     5    1     1
 1    14     2  0.1581227802E-02    2     5    1     2
 1    14     3 -0.1765075179E-02    2     5    1     3
 1    14     4  0.4151409829E-04    2     5    1     4
 1    14     5  0.2416829847E-02    2     5    1     5
 1    14     6  0.2162506085E-02    2     5    1     6
 1    14     7  0.6806535157E-03    2     5    1     7
 1    14     8  0.1587454303E-02    2     5    1     8
 1    14     9  0.3003871209E-02    2     5    1     9
 1    14    10  0.3083472789E-01    2     5    2     1
 1    14    11  0.1221146052E-01    2     5    2     2
 1    14    12  0.5939972260E-05    2     5    2     3
 1    14    13 -0.2702828070E-01    2     5    2     4
 1    14    14  0.9701569264E+00    2     5    2     5
 1    15     1  0.2514569908E-02    2     6    1     1
 1    15     2  0.3789290234E-02    2     6    1     2
 1    15     3  0.6547009433E-03    2     6    1     3
 1    15     4  0.3348492124E-02    2     6    1     4
 1    15     5  0.6850884766E-03    2     6    1     5
 1    15     6  0.5909143543E-02    2     6    1     6
 1    15     7 -0.5883865248E-02    2     6    1     7
 1    15     8 -0.4155184433E-04    2     6    1     8
 1    15     9 -0.1813566682E-02    2     6    1     9
 1    15    10 -0.2043925454E-01    2     6    2     1
 1    15    11 -0.1269922743E-01    2     6    2     2
 1    15    12  0.1608612729E-04    2     6    2     3
 1    15    13 -0.3192648706E-01    2     6    2     4
 1    15    14 -0.1154827194E-01    2     6    2     5
 1    15    15  0.9540895856E+00    2     6    2     6
 1    16     1  0.7814995604E-03    2     7    1     1
 1    16     2 -0.3251755119E-02    2     7    1     2
 1    16     3  0.1007056892E-02    2     7    1     3
 1    16     4 -0.2045055360E-02    2     7    1     4
 1    16     5  0.2160049227E-02    2     7    1     5
 1    16     6 -0.4559329522E-02    2     7    1     6
 1    16     7  0.5901936239E-02    2     7    1     7
 1    16     8 -0.1225853892E-02    2     7    1     8
 1    16     9  0.1984256018E-02    2     7    1     9
 1    16    10 -0.3806238016E-04    2     7    2     1
 1    16    11  0.1522117384E-04    2     7    2     2
 1    16    12 -0.5967030420E-02    2     7    2     3
 1    16    13  0.4014634516E-04    2     7    2     4
 1    16    14 -0.2196068810E-04    2     7    2     5
 1    16    15 -0.1072311175E-04    2     7    2     6
 1    16    16  0.9663250281E+00    2     7    2     7
 1    17     1  0.8146885528E-02    2     8    1     1
 1    17     2  0.2034839397E-03    2     8    1     2
 1    17     3 -0.1155938683E-02    2     8    1     3
 1    17     4  0.4892070919E-02    2     8    1     4
 1    17     5 -0.1585668149E-02    2     8    1     5
 1    17     6  0.1228987650E-02    2     8    1     6
 1    17     7  0.4258955504E-04    2     8    1     7
 1    17     8  0.7463422162E-02    2     8    1     8
 1    17     9 -0.8887071590E-03    2     8    1     9
 1    17    10  0.2816313498E-02    2     8    2     1
 1    17    11 -0.2420306179E-01    2     8    2     2
 1    17    12 -0.1785652301E-04    2     8    2     3
 1    17    13 -0.2116562573E-02    2     8    2     4
 1    17    14 -0.6875810639E-02    2     8    2     5
 1    17    15 -0.5188464468E-02    2     8    2     6
 1    17    16 -0.7078144219E-05    2     8    2     7
 1    17    17  0.9634350237E+00    2     8    2     8
 1    18     1  0.1185752649E-01    2     9    1     1
 1    18     2 -0.4485796935E-02    2     9    1     2
 1    18     3  0.6522259174E-03    2     9    1     3
 1    18     4 -0.1359624837E-02    2     9    1     4
 1    18     5  0.3005271505E-02    2     9    1     5
 1    18     6  0.1988533536E-02    2     9    1     6
 1    18     7 -0.1820206098E-02    2     9    1     7
 1    18     8  0.8960550959E-03    2     9    1     8
 1    18     9  0.7166307844E-02    2     9    1     9
 1    18    10  0.7765825664E-04    2     9    2     1
 1    18    11 -0.1138334688E-04    2     9    2     2
 1    18    12 -0.4000931817E-01    2     9    2     3
 1    18    13 -0.2100513606E-05    2     9    2     4
 1    18    14 -0.3224662493E-04    2     9    2     5
 1    18    15 -0.2205542091E-04    2     9    2     6
 1    18    16  0.1080826556E-01    2     9    2     7
 1    18    17  0.2884491643E-04    2     9    2     8
 1    18    18  0.9436161691E+00    2     9    2     9
 1    19     1 -0.3994266187E-01    3     1    1     1
 1    19     2 -0.1765026389E-01    3     1    1     2
 1    19     3 -0.1549534807E-01    3     1    1     3
 1    19     4  0.7278523357E-02    3     1    1     4
 1    19     5  0.4878544703E-03    3     1    1     5
 1    19     6 -0.7669723587E-03    3     1    1     6
 1    19     7  0.2539942084E-02    3     1    1     7
 1    19     8 -0.8196541640E-02    3     1    1     8
 1    19     9 -0.1175509202E-01    3     1    1     9
 1    19    10  0.5060047616E-01    3     1    2     1
 1    19    11  0.1213798267E-01    3     1    2     2
 1    19    12  0.1185034450E-04    3     1    2     3
 1    19    13  0.5610458171E-02    3     1    2     4
 1    19    14  0.7823628319E-03    3     1    2     5
 1    19    15  0.2099633743E-02    3     1    2     6
 1    19    16  0.6510925636E-05    3     1    2     7
 1    19    17  0.8465461078E-02    3     1    2     8
 1    19    18 -0.1803316573E-04    3     1    2     9
 1    19    19  0.5206868571E+00    3     1    3     1
 1    20     1  0.1549262753E-01    3     2    1     1
 1    20     2  0.6333161327E-03    3     2    1     2
 1    20     3  0.5452123934E-05    3     2    1     3
 1    20     4  0.2946714080E-02    3     2    1     4
 1    20     5  0.1780378480E-02    3     2    1     5
 1    20     6  0.1005819209E-02    3     2    1     6
 1    20     7 -0.6542319104E-03    3     2    1     7
 1    20     8 -0.1180826046E-02    3     2    1     8
 1    20     9  0.6200126296E-03    3     2    1     9
